"","clade_i","ObsSt","Alpha","Sigma","Optim"
"Asclepias_cordifolia","Apocynaceae","Dry",0.0748124247683224,0.0782807935655644,7.04369644516151
"Asclepias_linaria","Apocynaceae","Dry",0.0749823534676664,0.078527454243198,7.03729351339354
"Asclepias_syriaca","Apocynaceae","Dry",0.0747954365063611,0.0785709882624046,7.03666154494095
"Asclepias_tuberosa","Apocynaceae","Dry",0.074821598296586,0.0783202275185166,7.043984706606
"Asclepias_michauxii","Apocynaceae","Dry",0.0749924019962173,0.0785672874995272,7.03756742409711
"Asclepias_obovata","Apocynaceae","Dry",0.0747954000397673,0.0785707830468972,7.03666077590371
"Asclepias_rubra","Apocynaceae","Dry",0.0748215626407261,0.0783200250705171,7.04398386124519
"Asclepias_quadrifolia","Apocynaceae","Dry",0.07499199756679,0.0785651368746271,7.03755863184619
"Asclepias_exaltata","Apocynaceae","Dry",0.0747949649088339,0.0785683703872202,7.03665155654792
"Asclepias_hallii","Apocynaceae","Dry",0.0748208699536019,0.0783161714515955,7.04396717117182
"Asclepias_speciosa","Apocynaceae","Dry",0.0749909108234713,0.0785595100812115,7.03753480274928
"Asclepias_amplexicaulis","Apocynaceae","Dry",0.0747938088344064,0.0785621143544315,7.03662687722182
"Asclepias_ovalifolia","Apocynaceae","Dry",0.0748199968116055,0.0783114142399407,7.04394579910556
"Asclepias_hirtella","Apocynaceae","Dry",0.0749907111025864,0.078558497612432,7.03753038867835
"Asclepias_purpurascens","Apocynaceae","Dry",0.0747940167210012,0.0785632811415801,7.03663121385735
"Asclepias_variegata","Apocynaceae","Dry",0.074820214857621,0.0783126444691403,7.04395095382459
"Asclepias_lanceolata","Apocynaceae","Dry",0.0749909352043807,0.078559719091404,7.03753516525765
"Asclepias_longifolia","Apocynaceae","Dry",0.0747939894264109,0.0785631531707988,7.03663060128671
"Asclepias_arenaria","Apocynaceae","Dry",0.0748201552921136,0.0783126442605251,7.04394828035797
"Asclepias_emoryi","Apocynaceae","Dry",0.0749909910684764,0.0785604068843997,7.03753570242617
"Asclepias_oenotheroides","Apocynaceae","Dry",0.0747940514980794,0.0785638338154788,7.03663136955827
"Asclepias_nyctaginifolia","Apocynaceae","Dry",0.0748202572819372,0.0783132292239453,7.04395068639033
"Asclepias_standleyi","Apocynaceae","Dry",0.0749909937229015,0.0785604215627468,7.03753575965701
"Asclepias_prostrata","Apocynaceae","Dry",0.0747934725577184,0.0785605610975769,7.0366191327615
"Asclepias_feayi","Apocynaceae","Dry",0.0748193514677535,0.0783081014434233,7.04392914392237
"Asclepias_tomentosa","Apocynaceae","Dry",0.0749900360370242,0.0785552596399143,7.03751498748385
"Asclepias_curtissii","Apocynaceae","Dry",0.0747932038451449,0.0785590438426744,7.03661346143145
"Asclepias_engelmanniana","Apocynaceae","Dry",0.0748194252919868,0.0783084867416205,7.04393100694348
"Asclepias_eriocarpa","Apocynaceae","Dry",0.0749900437947274,0.0785552824644227,7.03751520273433
"Asclepias_solanoana","Apocynaceae","Dry",0.0747931112890329,0.0785585491980969,7.03661151037959
"Asclepias_elata","Apocynaceae","Dry",0.0748200548247151,0.0783121100816598,7.04394580994002
"Asclepias_mirifica","Apocynaceae","Dry",0.0749907780613605,0.0785592937292865,7.03753107929087
"Asclepias_glaucescens","Apocynaceae","Dry",0.0747938168002956,0.0785625426341875,7.03662641598186
"Asclepias_lynchiana","Apocynaceae","Dry",0.0748200258482472,0.0783119432084881,7.04394512874186
"Asclepias_latifolia","Apocynaceae","Dry",0.074990314171259,0.0785567899737881,7.03752101248477
"Asclepias_macroura","Apocynaceae","Dry",0.0747933976065393,0.0785601904127337,7.03661753610011
"Asclepias_ruthiae","Apocynaceae","Dry",0.0748191668617453,0.0783075241672234,7.04392301199258
"Asclepias_uncialis","Apocynaceae","Dry",0.0749898198827109,0.0785546615983999,7.03750932404648
"Asclepias_sanjuanensis","Apocynaceae","Dry",0.0747929274135011,0.0785580128170395,7.03660679584906
"Asclepias_involucrata","Apocynaceae","Dry",0.0748198771396964,0.078311445412041,7.04394019235135
"Asclepias_welshii","Apocynaceae","Dry",0.0749905762257821,0.0785586131636009,7.03752582033808
"Asclepias_labriformis","Apocynaceae","Dry",0.074793661462618,0.0785620274709769,7.0366223732556
"Asclepias_macrosperma","Apocynaceae","Dry",0.07481987942907,0.0783114584893221,7.04394024641615
"Asclepias_viridis","Apocynaceae","Dry",0.0749903764023297,0.0785575424127247,7.03752148839551
"Asclepias_sullivantii","Apocynaceae","Dry",0.0747921876784418,0.0785538891562832,7.03659105101615
"Asclepias_brevipes","Apocynaceae","Dry",0.0748177203629692,0.0783009272077727,7.04388131754665
"Asclepias_stellifera","Apocynaceae","Dry",0.0749882316626852,0.0785479713570343,7.0374697341615
"Asclepias_cucullata","Apocynaceae","Dry",0.0747914248090248,0.0785512243703718,7.03657039225447
"Asclepias_connivens","Apocynaceae","Dry",0.0748187989123624,0.0783060384680594,7.04391071122569
"Asclepias_inaequalis","Apocynaceae","Dry",0.0749925174278809,0.0785683808624178,7.03756744765158
"Pachycarpus_appendiculatus","Apocynaceae","Dry",0.0747956364406592,0.0785725585625108,7.03666337556286
"Pachycarpus_concolor","Apocynaceae","Dry",0.0748218007515219,0.0783218140480894,7.04398667706251
"Pachycarpus_natalensis","Apocynaceae","Dry",0.0749926435649731,0.0785690764020037,7.03757017069745
"Pachycarpus_goetzei","Apocynaceae","Dry",0.0747955285107531,0.0785719395465562,7.03666109727475
"Schizoglossum_eustegioides","Apocynaceae","Dry",0.0748216467637007,0.078320933586459,7.04398304105755
"Cordylogyne_globosa","Apocynaceae","Dry",0.0749924402534277,0.0785679771566042,7.03756576645113
"Xysmalobium_involucratum","Apocynaceae","Dry",0.0747954200616222,0.0785713461511404,7.03665879778868
"Miraglossum_verticillare","Apocynaceae","Dry",0.0748219430896725,0.0783226263635015,7.04399004025203
"Schizoglossum_atropurpureum","Apocynaceae","Dry",0.0749928225577725,0.0785700501762412,7.0375740367589
"Schizoglossum_cordifolium","Apocynaceae","Dry",0.0747958130033747,0.0785735576972316,7.03666709844179
"Schizoglossum_filiforme","Apocynaceae","Dry",0.074821940455731,0.0783226114156529,7.04398997779466
"Woodia_mucronata","Apocynaceae","Dry",0.07499236511486,0.0785675911117763,7.03756411499987
"Fanninia_caloglossa","Apocynaceae","Dry",0.0747953460082301,0.0785709493948848,7.03665720914568
"Pachycarpus_coronarius","Apocynaceae","Dry",0.0748214795679713,0.0783200258333676,7.04397893269798
"Asclepias_pedicellata","Apocynaceae","Dry",0.0749922810600295,0.0785671697482938,7.03756223970311
"Asclepias_woodii","Apocynaceae","Dry",0.0747952901468564,0.0785706558030259,7.0366559953841
"Aspidonepsis_flava","Apocynaceae","Dry",0.0748214219949037,0.0783197214197777,7.04397748276382
"Asclepias_viridula","Apocynaceae","Dry",0.0749893307016511,0.0785527438368335,7.03749564300265
"Asclepias_erosa","Apocynaceae","Dry",0.0747907218404966,0.0785473185496992,7.03655529755007
"Aspidonepsis_diploglossa","Apocynaceae","Dry",0.0748170301684255,0.0782970580244767,7.04386466396137
"Asclepias_stenophylla","Apocynaceae","Dry",0.0749874361583265,0.0785437974157198,7.03745204080591
"Asclepias_viridiflora","Apocynaceae","Dry",0.074790626741183,0.07854690002386,7.03655290315688
"Asclepias_albens","Apocynaceae","Dry",0.0748177249924409,0.0783009239108503,7.04388104482769
"Xysmalobium_gerrardii","Apocynaceae","Dry",0.0749889098110088,0.0785515258194344,7.03748383854105
"Xysmalobium_parviflorum","Apocynaceae","Dry",0.0747920794296961,0.0785548270140804,7.03658357069674
"Xysmalobium_tysonianum","Apocynaceae","Dry",0.0748182443414576,0.0783038299742779,7.04389346511852
"Asclepias_crispa","Apocynaceae","Dry",0.0749882208909317,0.0785478617135074,7.03746890626412
"Asclepias_meadii","Apocynaceae","Dry",0.0747906481810147,0.0785470502408792,7.03655318791182
"Gomphocarpus_glaucophyllus","Apocynaceae","Dry",0.0748145848687796,0.078287264140929,7.04378442211843
"Asclepias_humistrata","Apocynaceae","Dry",0.074984809219738,0.078534447889073,7.03737663878423
"Asclepias_scaposa","Apocynaceae","Dry",0.0747881930378727,0.0785375024228495,7.03648434541658
"Asclepias_stathmostelmoides","Apocynaceae","Dry",0.0748132329871069,0.0782819897975984,7.04373903513116
"Asclepias_alpestris","Apocynaceae","Dry",0.0749906356325521,0.0785625912046009,7.03750554829318
"Asclepias_gibba","Apocynaceae","Dry",0.0747937548868659,0.0785659503962226,7.03660340542292
"Aspidoglossum_heterophyllum","Apocynaceae","Dry",0.0748198273813849,0.07831452229257,7.04391496631119
"Gomphocarpus_abyssinicus","Apocynaceae","Dry",0.0749911035317723,0.0785650512139547,7.03751574450139
"Gomphocarpus_fruticosus","Apocynaceae","Dry",0.0747942059217804,0.078568429825628,7.03661297378632
"Gomphocarpus_physocarpus","Apocynaceae","Dry",0.0748204351192517,0.0783178956474233,7.04392959814369
"Stathmostelma_gigantiflorum","Apocynaceae","Dry",0.0749908846205491,0.0785638927246534,7.03751099579145
"Asclepias_aurea","Apocynaceae","Dry",0.0747944830351433,0.0785698514898312,7.0366190000718
"Gomphocarpus_cancellatus","Apocynaceae","Dry",0.0748207052946568,0.0783192971628995,7.04393646907785
"Asclepias_multicaulis","Apocynaceae","Dry",0.0749912836615192,0.0785658727609725,7.03751987693066
"Asclepias_densiflora","Apocynaceae","Dry",0.0747943648704753,0.0785691961477184,7.03661651062642
"Asclepias_randii","Apocynaceae","Dry",0.0748205642366981,0.0783185101533559,7.04393308890456
"Stenostelma_corniculatum","Apocynaceae","Dry",0.0749912437995853,0.0785656650546104,7.03751900681084
"Asclepias_macropus","Apocynaceae","Dry",0.0747942124373658,0.0785683788228874,7.03661326132457
"Asclepias_praemorsa","Apocynaceae","Dry",0.0748204416607231,0.0783178482676169,7.04393007474513
"Glossostelma_carsonii","Apocynaceae","Dry",0.074989939210199,0.0785591956167837,7.03748980045233
"Pachycarpus_lineolatus","Apocynaceae","Dry",0.0747930887119022,0.0785625199770955,7.03658878366855
"Gomphocarpus_tomentosus","Apocynaceae","Dry",0.0748200787732816,0.0783160677661908,7.04392035573754
"Pachycarpus_dealbatus","Apocynaceae","Dry",0.0749907172557128,0.0785631956280027,7.03750688368872
"Stathmostelma_diversifolium","Apocynaceae","Dry",0.0747938338494416,0.0785665387501089,7.0366046884014
"Xysmalobium_undulatum","Apocynaceae","Dry",0.0748200683402652,0.0783160101308333,7.04392010420238
"Xysmalobium_fraternum","Apocynaceae","Dry",0.0749904727211192,0.0785619489817554,7.03750151709904
"Xysmalobium_kaessneri","Apocynaceae","Dry",0.0747936019668816,0.078565296667748,7.03659974620254
"Xysmalobium_heudelotianum","Apocynaceae","Dry",0.0748198416884326,0.0783147806787805,7.04391454550102
"Asclepias_buchwaldii","Apocynaceae","Dry",0.0749886851967997,0.0785532311792973,7.03746101022726
"Asclepias_pseudofimbriata","Apocynaceae","Dry",0.0747910274076275,0.078552268270097,7.03654247540083
"Stathmostelma_pauciflorum","Apocynaceae","Dry",0.0748162792589198,0.0782968206071229,7.04382095422679
"Asclepias_cinerea","Apocynaceae","Dry",0.0749758957415027,0.0785054805363188,7.03709251611541
"Asclepias_atroviolacea","Apocynaceae","Dry",0.0747935541758502,0.0785778755651319,7.03652326834071
"Asclepias_brachystephana","Apocynaceae","Dry",0.0748200467327227,0.07832852811328,7.04383072998845
"Asclepias_fournieri","Apocynaceae","Dry",0.0749903908341132,0.0785754622114377,7.03742162949891
"Asclepias_zanthodacryon","Apocynaceae","Dry",0.0747936679020761,0.0785785037600472,7.03652568633861
"Asclepias_circinalis","Apocynaceae","Dry",0.0748200587242879,0.0783285978908723,7.04383101092043
"Asclepias_melantha","Apocynaceae","Dry",0.0749904033971897,0.0785755323652027,7.03742190194395
"Asclepias_hypoleuca","Apocynaceae","Dry",0.0747937023591862,0.078578699759312,7.03652641483979
"Asclepias_otarioides","Apocynaceae","Dry",0.0748200608403463,0.0783286104363242,7.04383105975941
"Asclepias_lemmonii","Apocynaceae","Dry",0.0749904673653538,0.0785758717552401,7.0374232932558
"Asclepias_rosea","Apocynaceae","Dry",0.0747937619261663,0.0785790290730759,7.03652767690836
"Asclepias_quinquedentata","Apocynaceae","Dry",0.0748201164202106,0.0783289204028307,7.04383239716765
"Asclepias_nummularia","Apocynaceae","Dry",0.0749904597682863,0.0785758308569881,7.03742312883794
"Asclepias_schaffneri","Apocynaceae","Dry",0.0747936050826216,0.0785781537531335,7.03652435669526
"Asclepias_elegantula","Apocynaceae","Dry",0.0748199337652582,0.0783278952238538,7.04382801991105
"Asclepias_similis","Apocynaceae","Dry",0.074989870839144,0.0785727606124586,7.03741018315198
"Asclepias_virletii","Apocynaceae","Dry",0.0747931872761065,0.0785758927388654,7.03651538123638
"Asclepias_notha","Apocynaceae","Dry",0.0748196749470986,0.0783265075403836,7.04382156806663
"Asclepias_scheryi","Apocynaceae","Dry",0.0749899937640629,0.0785734249961557,7.0374128430509
"Asclepias_vinosa","Apocynaceae","Dry",0.0747932463938882,0.0785762237637366,7.03651663079914
"Asclepias_spnovaffpringlei","Apocynaceae","Dry",0.0748196114662072,0.0783261458093533,7.04382006667854
"Asclepias_auriculata","Apocynaceae","Dry",0.0749897337384997,0.0785720475133535,7.03740717148673
"Asclepias_pellucida","Apocynaceae","Dry",0.0747930290794536,0.0785750351075571,7.03651199012736
"Asclepias_ovata","Apocynaceae","Dry",0.0748193702900115,0.078324821157725,7.0438141781522
"Asclepias_puberula","Apocynaceae","Dry",0.0749896196755638,0.0785714757309044,7.03740461567136
"Asclepias_jaliscana","Apocynaceae","Dry",0.0747929632017926,0.0785747192047337,7.03651048534247
"Asclepias_jorgeana","Apocynaceae","Dry",0.0748193409720696,0.0783246957267539,7.04381331435905
"Asclepias_coulteri","Apocynaceae","Dry",0.0749810934314573,0.0785299798993902,7.03721102948595
"Asclepias_macrotis","Apocynaceae","Dry",0.0747847874861281,0.0785326771810137,7.03633028598011
"Calotropis_procera","Apocynaceae","Dry",0.0747900615384392,0.078213686619051,7.04276580427189
"Calotropis_gigantea","Apocynaceae","Dry",0.0749572564538198,0.0784585479010136,7.03640346920352
"Kanahia_laniflora","Apocynaceae","Dry",0.0747600746550121,0.0784464852726535,7.03552822550741
"Pergularia_daemia","Apocynaceae","Dry",0.0747774189969349,0.0781656339255674,7.04232027816773
"Oxystelma_esculentum","Apocynaceae","Dry",0.0749351504579876,0.0783862077218144,7.03570376733438
"Solenostemma_argel","Apocynaceae","Dry",0.0747372011932204,0.0783715607036237,7.03477893042773
"Calciphila_galgalensis","Apocynaceae","Dry",0.0747676501032306,0.0781437257949094,7.04187894476958
"Calciphila_gillettii","Apocynaceae","Dry",0.0749321069124656,0.0783867848363106,7.03555727058523
"Vincetoxicum_atratum","Apocynaceae","Dry",0.0747877257459671,0.0785879630313886,7.03603099575516
"Vincetoxicum_pycnostelma","Apocynaceae","Dry",0.0748146712773636,0.0783404651422884,7.04331050750599
"Vincetoxicum_acuminatum","Apocynaceae","Dry",0.0749841945019215,0.0785868589335898,7.03691359703974
"Vincetoxicum_nipponicum","Apocynaceae","Dry",0.0747879867657839,0.0785894407314342,7.03603651538576
"Vincetoxicum_japonicum","Apocynaceae","Dry",0.0748146614431954,0.0783404084471318,7.04331027595404
"Vincetoxicum_katoi","Apocynaceae","Dry",0.074984096662042,0.0785863202526186,7.03691148085548
"Vincetoxicum_yamanakae","Apocynaceae","Dry",0.074787892211409,0.0785889006582635,7.03603451591723
"Vincetoxicum_amplexicaule","Apocynaceae","Dry",0.074814425817278,0.078339062451906,7.04330470361796
"Vincetoxicum_mongolicum","Apocynaceae","Dry",0.074984485817813,0.078587759400512,7.0369211069269
"Vincetoxicum_nigrum","Apocynaceae","Dry",0.0747882551257333,0.0785903700244332,7.03604316504026
"Vincetoxicum_stocksii","Apocynaceae","Dry",0.0748149220796171,0.0783413291298442,7.04331854629687
"Vincetoxicum_rossicum","Apocynaceae","Dry",0.0749844814983267,0.0785877356442526,7.03692101355573
"Vincetoxicum_hirundinaria","Apocynaceae","Dry",0.0747881512768846,0.0785897791321507,7.03604095902388
"Vincetoxicum_magnificum","Apocynaceae","Dry",0.0748148222817263,0.0783407566347965,7.04331618254975
"Vincetoxicum_macrophyllum","Apocynaceae","Dry",0.074984358641228,0.0785870607050042,7.03691834612098
"Tylophora_brownii","Apocynaceae","Dry",0.0747885566757114,0.0785920197108547,7.03604955547103
"Tylophora_indica","Apocynaceae","Dry",0.0748152975866427,0.0783434218121113,7.04332756450537
"Tylophora_villosa","Apocynaceae","Dry",0.0749848826162868,0.0785898562839515,7.03692973623342
"Tylophora_tanakae","Apocynaceae","Dry",0.0747886373875272,0.0785924799718387,7.03605126180327
"Tylophora_hirsuta","Apocynaceae","Dry",0.0748150351703803,0.0783419246060782,7.04332135514875
"Vincetoxicum_inamoenum","Apocynaceae","Dry",0.0749834554979371,0.0785822814366293,7.03689865563161
"Tylophora_aristolochioides","Apocynaceae","Dry",0.0747872338403419,0.0785847141121529,7.03602145855018
"Tylophora_floribunda","Apocynaceae","Dry",0.0748139025238783,0.0783356398035064,7.04329403156248
"Vincetoxicum_carnosum","Apocynaceae","Dry",0.0749820125817008,0.0785752874936438,7.03686609002167
"Biondia_henryi","Apocynaceae","Dry",0.074785447803632,0.0785758786351535,7.03598125492145
"Tylophora_biglandulosa","Apocynaceae","Dry",0.0748141603486725,0.0783376242321573,7.04329755904159
"Tylophora_japonica","Apocynaceae","Dry",0.0749836791538966,0.0785841041240606,7.03690144102703
"Tylophora_oblonga","Apocynaceae","Dry",0.0747874904516188,0.0785866981481293,7.0360249843551
"Tylophora_tenuis","Apocynaceae","Dry",0.0748141835938621,0.0783377512186407,7.04329812383663
"Tylophora_parviflora","Apocynaceae","Dry",0.0749828073785572,0.0785796411564711,7.03688235322051
"Tylophora_flexuosa","Apocynaceae","Dry",0.0747864368116617,0.0785810500323727,7.03600254950372
"Tylophora_anomala","Apocynaceae","Dry",0.0748122329110378,0.0783279094656075,7.04324780223068
"Tylophora_flanaganii","Apocynaceae","Dry",0.0749815633814381,0.0785741763847781,7.03685375416422
"Tylophora_coriacea","Apocynaceae","Dry",0.0747854502642269,0.0785765023118377,7.03598054570703
"Tylophora_apiculata","Apocynaceae","Dry",0.0748119308972869,0.0783259733230917,7.0432411287019
"Tylophora_tenuipedunculata","Apocynaceae","Dry",0.0749812576508828,0.0785722377958357,7.03684713583
"Tylophora_sylvatica","Apocynaceae","Dry",0.07478457402339,0.0785714702261718,7.03596193483924
"Blyttia_fruticulosa","Apocynaceae","Dry",0.0748104863950309,0.0783192554782429,7.04320023776875
"Pleurostelma_cernuum","Apocynaceae","Dry",0.0749796765727633,0.078565430055801,7.0368082730488
"Diplostigma_canescens","Apocynaceae","Dry",0.0747836664277187,0.0785678290371171,7.03593844586875
"Goydera_somaliense","Apocynaceae","Dry",0.0748104837383009,0.0783193059666017,7.04319989597824
"Tylophora_conspicua","Apocynaceae","Dry",0.0749787494445841,0.0785607901000001,7.03678784650792
"Tylophora_heterophylla","Apocynaceae","Dry",0.0747827298280675,0.0785628714371439,7.03591839293974
"Pentatropis_madagascariensis","Apocynaceae","Dry",0.0747989625493783,0.0782705093970607,7.04284747360849
"Pentatropis_nivalis","Apocynaceae","Dry",0.0749669259888897,0.0785158765269662,7.0364737259546
"Cynanchum_abyssinicum","Apocynaceae","Dry",0.0747451883793255,0.078405442770853,7.03496272195747
"Cynanchum_crassiantherae","Apocynaceae","Dry",0.0747806349704012,0.0781970403989364,7.04226735860495
"Cynanchum_rubricoronae","Apocynaceae","Dry",0.0749466597023198,0.0784411314579831,7.03592240076431
"Cynanchum_hastifolium","Apocynaceae","Dry",0.0747518023643498,0.0784368992640156,7.03510780886137
"Cynanchum_orangeanum","Apocynaceae","Dry",0.0747781605799618,0.0781833876315099,7.04220762031024
"Cynanchum_praecox","Apocynaceae","Dry",0.0749440305739301,0.0784273768409585,7.0358649603286
"Cynanchum_ovalifolium","Apocynaceae","Dry",0.0747412397994254,0.0783886429080859,7.03487099767417
"Cynanchum_acutum","Apocynaceae","Dry",0.0747657053963846,0.0781293100271235,7.04185526792383
"Cynanchum_auriculatum","Apocynaceae","Dry",0.074933956883869,0.078385991265978,7.03562961414187
"Cynanchum_blandum","Apocynaceae","Dry",0.0747486782983788,0.0784215276532753,7.03503746528498
"Cynanchum_montevidense","Apocynaceae","Dry",0.074776862443529,0.0781776703864747,7.04217023977598
"Metalepis_albiflora","Apocynaceae","Dry",0.0749401879468463,0.078410857710599,7.03577563159201
"Cynanchum_roulinioides","Apocynaceae","Dry",0.0747427966632994,0.0783946994658035,7.03490857807431
"Cynanchum_foetidum","Apocynaceae","Dry",0.0747728312315083,0.078164095857039,7.04204383476537
"Cynanchum_ligulatum","Apocynaceae","Dry",0.074937921279835,0.0784075717008267,7.03571275697872
